The lowest temperature ever measured is -37.8 ° C on January 15, 1957.	La temperatura más baxo enxamás midida ye de -37,8 °C el 15 de xineru de 1957.
Open your door and	Abrióse la puerta y
Quality Center of Asturias Asturian University Institute of Industrial Technology ( IUTA ) Asturian Club for Innovation and Center of Initiatives and Transference	Centru la Calidá Asturies Institutu Universitariu de Tecnoloxía Industrial ( IUTA ) Club Asturianu Innovación y Centru d' Iniciatives y Tresferencia
Since then, Pinochet became the country's government, first under the office of president of the Military Junta (he held until 1981), to which was added the title of supreme head of the Nation on June 27, 1974, which gave the executive branch.	Pinochet faise entós col gobiernu del país, primero baxo'l cargu de Presidente de la Xunta Militar de Gobiernu (que caltuvo hasta 1981), al que se sumó'l títulu de Xefe Supremu de la Nación el 27 de xunu de 1974, y que-y confería'l poder executivu.
An airport terminal is a building at an airport where passengers transfer between ground transportation and the facilities that allow them to board and disembark from aircraft.	Terminal aeroportuaria ye un edificiu d'un aeropuertu nel que los pasaxeros faen la conexón ente'l tresporte terrestre y les instalaciones que-yos permiten embarcar y desembarcar n'aeronave.
Since 221 BC, the Qin Dynasty conquered several empires and expanded the China Empire.	Dende l'añu 221 edC, cuando la dinastía Qin conquistó varios estaos, entamando asina l'imperiu chinu.
It was one of the first organisation granted general consultative status with the United Nations Economic and Social Council.	Foi una de les primeres organizaciones a les que se-y concedió estatus consultivu xeneral nel Conseyu Económicu y Social de les Naciones Xuníes.
Its land area is 34,023 km²(13,136 sq mi).	L'área del territoriu ye de 34.034 km² (13.137 sq mi).
The distance from the Earth to the Sun is 1 astronomical unit (150,000,000 km).	La distancia de la Tierra al Sol ye d'una unidá astronómica (aprosimadamente 150.000.000 kilómetros).
The Regional Somali Language Academy	La Academia rexonal llingua somalina
The trip went fine.	El viaxe aprovechóse bien.
Minerals that contain niobium often also contain tantalum.	Los minerales que contienen niobiu de cutiu tamién contienen tantaliu.
Theories of personality (6th ed.).	Teoríes de la Personalidá (Séptima ed.).
At the Céide Fields in County Mayo, an extensive Neolithic field system (arguably the oldest known in the world) has been preserved beneath a blanket of peat.	Nos Campos de Céide, nel condáu de Mayo, un estensu campu sistema de campu neolíticu (posiblemente'l más vieyu del mundiu) tiense preservao baxo una manta de turba.
In the early 20th century, the English bacteriologist Frederick Twort discovered a group of viruses that infect bacteria, now called bacteriophages[26] (or commonly phages), and the French-Canadian microbiologist Félix d'Herelle described viruses that, when added to bacteria on an agar plate, would produce areas of dead bacteria.	A principios del sieglu XX, el bacteriólogu inglés Frederick Twort afayó los virus qu'infestaben bacteries, qu'anguaño se denominen bacteriófagos,[23] y el microbiólogu francu Félix de Herelle describió virus que, cuando los añedir a bacteries cultivaes en agar, producíen zones de bacteries muertes.
The hyphae produce enzymes that degrade cellulose, hemicellulose or lignin which absorbs the gradient material to finish the process of disintegration.	Les hifes producen les enzimes que degraden la celulosa, hemicelulosa, o lignina qu'absuerbe'l material degradáu pa terminar el procesu de desintegración.
The usage complex of yopo is almost identical to that of a related tree, Anadenanthera colubrina, commonly known as Cebíl or Vilca.	El yopo ye casi idénticu al árbol de la mesma especie Anadenanthera colubrina, conocíu comúnmente como cebil o vilca.
One mythological interpretation claimed that many fairy tales, including Hansel and Gretel, Sleeping Beauty, and The Frog King, all were solar myths; this mode of interpretation is rather less popular now.[94] Many have also been subjected to Freudian, Jungian, and other psychological analysis, but no mode of interpretation has ever established itself definitively.	Una interpretación mitolóxica consideró que munchos rellatos de faes, incluyendo a Hansel y Gretel, La bellu durmiente y El rei sapu, son mitos solares; esta manera d'interpretación ye menos popular anguaño.[97] Dellos fueron tamién sometíos a analises psicolóxicos como'l freudianu y el fondu, pero nunca s'estableció una manera d'interpretación definitivu.
This is consistent with the notion that being treated fairly satisfies a basic need".[11] Research conducted in 2003 at Emory University, Georgia, USA, involving Capuchin Monkeys demonstrated that other cooperative animals also possess such a sense and that "inequity aversion may not be uniquely human"[12] indicating that ideas of fairness and justice may be instinctual in nature.	Esto ye congruente cola noción de que'l ser trataos de manera igualitaria satisfai una necesidá básica».[16] Una investigación conducida mientres el 2003 en Emory University, Xeorxa, qu'arreya a monos capuchinos demostró qu'otros animales cooperativos tamién tienen tal sentíu y que «l'iñerizu a la inequidad seique nun sía namá humana».[17] indicando que les idees sobre igualdá y xusticia puedan ser instintives en naturaleza y na sociedá.
Fearful of returning to Delhi as a failure, he stayed for a time in the south under the protection of Jamal al-Din[?], but when that worthy was overthrown it became necessary for Ibn Battuta to leave India altogether.	Medrosu de volver a Delhi fracasáu, permaneció un tiempu nel sur, so la protección de Jamal al-Din, pero cuando esti home xustu foi derrocáu, Ibn Battuta tuvo d'abandonar dafechu la India.
Romania (formerly spelled Rumania or Roumania; Romanian: Rom⮩a) is a country in southeastern Europe.	Rumanía (en rumanu, România /ro.mɨ'ni.a/) ye un país nel sudeste d'Europa.
Retrieving image format and size	Obteniendo formatu y tamañu de la imaxe
Convention: "Sui" + name Birth Name Period of Reign Era Names (Nian Hao 年號) and their according range of years	Convencional: "Sui" + nome Llugar Nacencia Períodu de Reináu Nome Yera (Nian Hao 年號) y la so duración
For two years, he would perform at 2 a.m. while developing his comedic style.[33] In 1989, Stewart landed his first television job as a writer for Caroline's Comedy Hour.	Mientres dos años, actuaría a les 2 de la mañana mientres desenvolvería'l so estilu d'humor.[8] En 1989, Stewart consiguió'l so primer trabayu en televisión como guionista pa Caroline’s Comedy Hour.
The first cuzqueño Sinchi to use the title Inca was Inca Roca, also the founder of the Hanan Cusco dynasty.	El primer sinchi cusqueñu n'utilizar el títulu d'inca foi Inca Roca, fundador tamién de la dinastía Hanan Cuzco.
In 1992, humanity celebrated the 500th anniversary of the discovery of America.	En 1992 conmemoróse'l 500 º aniversariu, el quintu centenariu del Descubrimientu d'América.
The University and the Principality	La Universidá y el Principáu
Dar es Salaam continued to serve as its capital when in 1964 Tanganyika and Zanzibar merged to form Tanzania.	Dar es-Salam sirvió de capital, tamién cuando en 1964 Tanganica y Zanzíbar xunir pa formar Tanzania.
The Republic of the Sudan is a country in Northeast Africa.	La República de Sudán del Sur ye un país nel nordeste d'África.
1913 – “Mona Lisa”, stolen from the Louvre Museum in 1911, recovered	1911 - Robu nel Muséu del Louvre del famosu cuadru La Mona Lisa, recuperáu en 1913.
The results have been published in PNAS, the Proceedings of the National Academy of Sciences.	Les resultancies del trabayu fueron publicaos en PNAS, la revista de Resumes de l'Academia Nacional de Ciencies d'Estaos Xuníos.
In July 1780, Blake was walking towards Basire's shop in Great Queen Street when he was swept up by a rampaging mob that stormed Newgate Prison in London.	En xunu de 1780, mientres caminaba escontra la tienda de Basire, Blake foi abasnáu por un ensame violenta qu'asaltaba la prisión de Newgate de Londres.
Here?s the list:	Esta ye la lista:
Salyut 7: Cosmonaut Svetlana Savitskaya becomes the first woman to perform a space walk.	25 de xunetu - La cosmonauta Svetlana Savitskaya ye la primer muyer na historia que da un paséu espacial.
Standard Hindi, one of the official languages of India, is based on the Kharibol dialect of the Delhi region and differs from Urdu in that it is usually written in the indigenous Devanagari of India and exhibits less Persian and Arabic influence than Urdu.	L'hindi estándar, una de les llingües oficiales de la India, basar nel dialectu khariboli de la rexón de Delhi y estrémase del urdu en que se suel escribir na escritura indio devanagari y amuesa menos inflúi persa qu'el urdu.
Hundreds of millions of dollars in aid flowing into the city have boosted Ramallah’s economy greatly since the end of the second Intifada.	Cientos de millones de dólares n'ayuda que flúi na ciudá impulsaron la economía de Ramallah dende'l final de la segunda Intifada.
It also had NBC Super Sports for the latest action in selected sporting events.	Tamién tuvo NBC Super Sports pa la última acción n'eventos deportivos escoyíos.
It fits with what we are told at school, in the papers and on television – that ‘parliament runs the country’ and that ‘parliament is elected according to the democratic wishes of the people’.	Concuerda colo que nos dicen na escuela, nos periódicos y na televisión que'l "parllamentu gobierna'l país" y que "el parllamentu ye eleutu d'alcuerdu a la voluntá democrática del pueblu".
Lessons From the Varsity of Life, 1933	Llecciones de la universidá de la vida (Lessons from the 'Varsity of Life) (1933)
The main north-south street is Yusup Abdrakhmanov Street, still commonly referred to by its old name, Sovietskaya Street.	La principal exa norte-sur ye la cai Yusup Abdrakhmanov, comúnmente conocida pol so antiguu nome, cai Sovietskaya.
